AL3,20200420,0.15,0.175,0.13,0.15,10610306,0
AL3,20200421,0.155,0.155,0.145,0.145,3348180,0
AL3,20200422,0.145,0.145,0.135,0.145,1442576,0
AL3,20200423,0.145,0.155,0.145,0.15,1299280,0
AL3,20200424,0.16,0.19,0.16,0.17,5174412,0
AL3,20200427,0.18,0.22,0.18,0.22,4133960,0
AL3,20200428,0.225,0.23,0.205,0.205,3852807,0
AL3,20200429,0.21,0.215,0.18,0.19,2723469,0
AL3,20200430,0.195,0.215,0.19,0.19,1839738,0
AL3,20200501,0.19,0.2,0.18,0.18,5056723,0
AL3,20200504,0.185,0.21,0.18,0.18,2427768,0
AL3,20200505,0.185,0.195,0.18,0.18,619982,0
AL3,20200506,0.185,0.195,0.18,0.18,691083,0
AL3,20200507,0.185,0.185,0.175,0.18,628826,0
AL3,20200508,0.18,0.18,0.175,0.18,414120,0
AL3,20200511,0.18,0.185,0.17,0.18,735861,0
AL3,20200512,0.18,0.18,0.17,0.175,200284,0
AL3,20200513,0.17,0.17,0.155,0.16,1017096,0
AL3,20200514,0.16,0.165,0.155,0.165,486318,0
AL3,20200515,0.17,0.17,0.15,0.16,708647,0
AL3,20200518,0.165,0.17,0.16,0.17,432418,0
AL3,20200519,0.17,0.175,0.165,0.165,514425,0
AL3,20200520,0.165,0.17,0.165,0.165,117818,0
AL3,20200521,0.165,0.17,0.165,0.17,186681,0
AL3,20200522,0.17,0.17,0.16,0.16,279936,0
AL3,20200525,0.165,0.17,0.16,0.16,260793,0
AL3,20200526,0.16,0.165,0.16,0.16,165264,0
AL3,20200527,0.165,0.165,0.16,0.16,443267,0
AL3,20200528,0.165,0.165,0.16,0.16,462934,0
AL3,20200529,0.165,0.165,0.16,0.165,153872,0
AL3,20200601,0.165,0.17,0.165,0.17,131229,0
AL3,20200602,0.17,0.18,0.17,0.175,799888,0
AL3,20200603,0.175,0.175,0.16,0.16,399460,0
AL3,20200604,0.16,0.165,0.16,0.16,449779,0
AL3,20200605,0.16,0.17,0.16,0.17,404585,0
AL3,20200608,0.17,0.17,0.17,0.17,0,0
AL3,20200609,0.17,0.17,0.165,0.17,238223,0
AL3,20200610,0.17,0.17,0.16,0.17,377149,0
AL3,20200611,0.17,0.17,0.16,0.16,224344,0
AL3,20200612,0.155,0.155,0.15,0.155,597225,0
AL3,20200615,0.155,0.155,0.155,0.155,0,0
AL3,20200616,0.14,0.155,0.14,0.155,907280,0
AL3,20200617,0.16,0.16,0.155,0.155,3176314,0
AL3,20200618,0.155,0.155,0.155,0.155,75362,0
AL3,20200619,0.15,0.16,0.15,0.16,467491,0
AL3,20200622,0.16,0.16,0.15,0.15,1152159,0
AL3,20200623,0.15,0.155,0.145,0.15,597484,0
AL3,20200624,0.155,0.16,0.155,0.155,895722,0
AL3,20200625,0.15,0.16,0.15,0.16,133466,0
AL3,20200626,0.16,0.16,0.155,0.155,59050,0
AL3,20200629,0.16,0.16,0.145,0.145,306032,0
AL3,20200630,0.15,0.155,0.15,0.155,238814,0
AL3,20200701,0.155,0.155,0.15,0.15,38680,0
AL3,20200702,0.15,0.15,0.145,0.15,756794,0
AL3,20200703,0.155,0.16,0.155,0.155,607150,0
AL3,20200706,0.155,0.175,0.155,0.165,532151,0
AL3,20200707,0.17,0.17,0.15,0.155,537401,0
AL3,20200708,0.17,0.17,0.16,0.17,567402,0
AL3,20200709,0.17,0.205,0.17,0.205,2175562,0
AL3,20200710,0.2,0.21,0.185,0.2,923024,0
AL3,20200713,0.2,0.2,0.195,0.195,104772,0
AL3,20200714,0.195,0.195,0.175,0.175,460778,0
AL3,20200715,0.185,0.195,0.185,0.195,301611,0
AL3,20200716,0.195,0.2,0.19,0.2,246942,0
AL3,20200717,0.2,0.2,0.18,0.2,406924,0
AL3,20200720,0.2,0.2,0.19,0.19,333356,0
AL3,20200721,0.19,0.19,0.19,0.19,33093,0
AL3,20200722,0.2,0.2,0.185,0.195,103455,0
AL3,20200723,0.2,0.215,0.19,0.195,1156234,0
AL3,20200724,0.195,0.22,0.195,0.21,539203,0
AL3,20200727,0.22,0.23,0.215,0.22,513355,0
AL3,20200728,0.225,0.225,0.205,0.21,478465,0
AL3,20200729,0.225,0.285,0.22,0.255,3824252,0
AL3,20200730,0.26,0.27,0.245,0.25,970445,0
AL3,20200731,0.25,0.25,0.23,0.24,861173,0
AL3,20200803,0.24,0.26,0.235,0.25,860874,0
AL3,20200804,0.265,0.27,0.25,0.26,1316446,0
AL3,20200805,0.27,0.275,0.26,0.26,830532,0
AL3,20200806,0.27,0.275,0.26,0.27,411589,0
AL3,20200807,0.27,0.28,0.265,0.27,562641,0
AL3,20200810,0.27,0.27,0.26,0.26,177280,0
AL3,20200811,0.26,0.275,0.26,0.26,746765,0
AL3,20200812,0.27,0.27,0.24,0.26,783081,0
AL3,20200813,0.27,0.32,0.27,0.32,1757865,0
AL3,20200814,0.34,0.34,0.3,0.31,1523188,0
AL3,20200817,0.315,0.36,0.315,0.33,2043811,0
AL3,20200818,0.345,0.4,0.345,0.37,3112464,0
AL3,20200819,0.37,0.38,0.345,0.35,1971738,0
AL3,20200820,0.35,0.355,0.32,0.335,1017528,0
AL3,20200821,0.335,0.36,0.33,0.345,504687,0
AL3,20200824,0.365,0.365,0.345,0.35,1485301,0
AL3,20200825,0.35,0.36,0.345,0.35,4074978,0
AL3,20200826,0.355,0.36,0.35,0.36,586221,0
AL3,20200827,0.365,0.4,0.365,0.39,1013594,0
AL3,20200828,0.395,0.45,0.39,0.44,2515723,0
AL3,20200831,0.47,0.495,0.455,0.48,2692595,0
AL3,20200901,0.48,0.485,0.43,0.465,2194582,0
AL3,20200902,0.47,0.48,0.455,0.465,594216,0
AL3,20200903,0.47,0.58,0.46,0.525,5181642,0
AL3,20200904,0.49,0.495,0.455,0.47,2923817,0
AL3,20200907,0.475,0.52,0.475,0.515,1086221,0
AL3,20200908,0.51,0.56,0.51,0.54,1171958,0
AL3,20200909,0.515,0.555,0.495,0.555,1017771,0
AL3,20200910,0.575,0.59,0.545,0.55,1674070,0
AL3,20200911,0.55,0.58,0.53,0.57,643714,0
AL3,20200914,0.59,0.65,0.58,0.645,2278264,0
AL3,20200915,0.67,0.73,0.655,0.675,3250589,0
AL3,20200916,0.685,0.7,0.595,0.605,3154040,0
AL3,20200917,0.6,0.6,0.5,0.505,4097358,0
AL3,20200918,0.49,0.565,0.47,0.535,2490347,0
AL3,20200921,0.545,0.61,0.545,0.605,2281868,0
AL3,20200922,0.605,0.605,0.575,0.585,1005131,0
AL3,20200923,0.585,0.6,0.54,0.555,835289,0
AL3,20200924,0.55,0.58,0.525,0.545,1303067,0
AL3,20200925,0.57,0.575,0.55,0.555,386035,0
AL3,20200928,0.56,0.575,0.56,0.565,287851,0
AL3,20200929,0.565,0.565,0.535,0.54,400287,0
AL3,20200930,0.54,0.545,0.5,0.51,684606,0
AL3,20201001,0.51,0.51,0.51,0.51,0,0
AL3,20201002,0.51,0.51,0.51,0.51,0,0
AL3,20201005,0.51,0.545,0.51,0.51,1219884,0
AL3,20201006,0.52,0.535,0.505,0.515,390710,0
AL3,20201007,0.53,0.53,0.505,0.505,606493,0
AL3,20201008,0.515,0.515,0.505,0.51,312761,0
AL3,20201009,0.505,0.505,0.475,0.475,1355830,0
AL3,20201012,0.48,0.55,0.48,0.51,1373433,0
AL3,20201013,0.52,0.535,0.515,0.515,606618,0
AL3,20201014,0.515,0.55,0.515,0.535,520885,0
AL3,20201015,0.54,0.595,0.54,0.575,1675647,0
AL3,20201016,0.575,0.575,0.535,0.55,371947,0
AL3,20201019,0.56,0.57,0.49,0.52,1321169,0
AL3,20201020,0.525,0.535,0.5,0.515,588261,0
AL3,20201021,0.515,0.515,0.5,0.505,400877,0
AL3,20201022,0.505,0.515,0.48,0.495,728397,0
AL3,20201023,0.495,0.502,0.485,0.495,369079,0
AL3,20201026,0.5,0.505,0.455,0.46,1257071,0
AL3,20201027,0.46,0.46,0.425,0.44,1212365,0
AL3,20201028,0.445,0.465,0.44,0.465,344595,0
AL3,20201029,0.45,0.46,0.405,0.44,490757,0
AL3,20201030,0.44,0.455,0.425,0.43,353069,0
AL3,20201102,0.42,0.42,0.375,0.39,1013100,0
AL3,20201103,0.4,0.435,0.4,0.42,290980,0
AL3,20201104,0.44,0.445,0.42,0.42,213209,0
AL3,20201105,0.42,0.43,0.41,0.43,110109,0
AL3,20201106,0.44,0.46,0.44,0.455,487230,0
AL3,20201109,0.495,0.5,0.45,0.45,1047233,0
AL3,20201110,0.455,0.462,0.44,0.45,296887,0
AL3,20201111,0.45,0.45,0.415,0.415,355101,0
AL3,20201112,0.42,0.44,0.415,0.44,279289,0
AL3,20201113,0.44,0.44,0.43,0.43,80111,0
AL3,20201116,0.43,0.43,0.43,0.43,15251,0
AL3,20201117,0.445,0.45,0.42,0.43,216344,0
AL3,20201118,0.43,0.44,0.425,0.425,207214,0
AL3,20201119,0.425,0.43,0.415,0.415,227706,0
AL3,20201120,0.415,0.42,0.4,0.415,575384,0
AL3,20201123,0.42,0.43,0.415,0.42,646236,0
AL3,20201124,0.42,0.46,0.42,0.425,649457,0
AL3,20201125,0.425,0.47,0.42,0.47,1620796,0
AL3,20201126,0.465,0.49,0.46,0.46,912726,0
AL3,20201127,0.475,0.48,0.45,0.47,723137,0
AL3,20201130,0.465,0.47,0.45,0.455,357230,0
AL3,20201201,0.445,0.445,0.43,0.435,705725,0
AL3,20201202,0.435,0.445,0.43,0.445,566244,0
AL3,20201203,0.44,0.44,0.42,0.43,237944,0
AL3,20201204,0.43,0.445,0.43,0.43,173674,0
AL3,20201207,0.43,0.45,0.425,0.425,497211,0
AL3,20201208,0.44,0.44,0.415,0.415,697534,0
