360,20190510,5.31,5.55,5.25,5.31,2026125,0
360,20190513,5.31,5.31,5.31,5.31,0,0
360,20190514,5.06,5.06,4.9,5,570831,0
360,20190515,5,5,4.9,4.96,606195,0
360,20190516,4.96,4.96,4.7,4.78,161893,0
360,20190517,4.79,4.79,4.3,4.6,360450,0
360,20190520,4.7,4.7,4.51,4.6,83597,0
360,20190521,4.55,4.55,4.05,4.19,573661,0
360,20190522,4.19,4.32,4.1,4.25,83130,0
360,20190523,4.35,4.45,4.25,4.3,36698,0
360,20190524,4.3,4.3,4.25,4.26,55733,0
360,20190527,4.3,4.3,4.21,4.25,28583,0
360,20190528,4.24,4.24,4.02,4.03,325831,0
360,20190529,4.03,4.05,3.91,3.99,115386,0
360,20190530,3.95,4,3.91,3.95,768729,0
360,20190531,3.95,4,3.88,3.95,65627,0
360,20190603,4,4,3.88,3.88,12822,0
360,20190604,3.75,3.84,3.71,3.75,1063173,0
360,20190605,3.71,3.84,3.5,3.65,30260,0
360,20190606,3.7,3.85,3.7,3.7,19439,0
360,20190607,3.85,3.88,3.7,3.88,26822,0
360,20190610,3.88,3.88,3.88,3.88,0,0
360,20190611,3.9,3.9,3.7,3.84,19675,0
360,20190612,3.84,4.05,3.83,4.04,28644,0
360,20190613,4.04,4.04,3.95,3.96,8289,0
360,20190614,3.96,4,3.85,3.85,129959,0
360,20190617,3.85,3.85,3.6,3.76,32784,0
360,20190618,3.79,3.8,3.72,3.77,30464,0
360,20190619,3.7,3.77,3.65,3.7,44120,0
360,20190620,3.7,3.8,3.65,3.8,133328,0
360,20190621,3.8,3.8,3.8,3.8,0,0
360,20190624,3.8,3.8,3.8,3.8,0,0
360,20190625,3.8,4.01,3.73,3.88,31402,0
360,20190626,3.9,4,3.81,3.95,88344,0
360,20190627,3.85,4,3.8,4,39757,0
360,20190628,4,4.02,3.88,3.89,11379,0
360,20190701,3.88,4.01,3.76,4.01,3248,0
360,20190702,3.93,4.01,3.93,4.01,146,0
360,20190703,3.9,4.01,3.8,4.01,801443,0
360,20190704,3.94,4.01,3.8,3.98,13845,0
360,20190705,3.98,3.99,3.9,3.99,5136,0
360,20190708,3.97,3.97,3.75,3.9,10655,0
360,20190709,3.93,3.93,3.8,3.91,53061,0
360,20190710,3.91,3.91,3.8,3.91,10250,0
360,20190711,3.9,3.9,3.71,3.8,38870,0
360,20190712,3.8,3.8,3.8,3.8,0,0
360,20190715,3.78,3.78,3.78,3.78,10000,0
360,20190716,3.7,3.86,3.7,3.72,13102,0
360,20190717,3.71,3.71,3.6,3.65,19357,0
360,20190718,3.62,3.77,3.6,3.64,63106,0
360,20190719,3.65,3.69,3.6,3.6,16659,0
360,20190722,3.6,3.64,3.5,3.52,214408,0
360,20190723,3.55,3.59,3.5,3.5,108213,0
360,20190724,3.5,3.59,3.41,3.59,36925,0
360,20190725,3.62,3.62,3.5,3.55,55295,0
360,20190726,3.6,3.7,3.45,3.66,2876386,0
360,20190729,3.73,3.985,3.7,3.94,234175,0
360,20190730,3.98,4.24,3.97,4.16,399332,0
360,20190731,4.26,4.34,3.92,4.18,400227,0
360,20190801,4.16,4.23,3.92,4.19,144283,0
360,20190802,4.15,4.26,3.92,4,121759,0
360,20190805,4.1,4.18,3.92,3.92,34917,0
360,20190806,3.9,3.9,3.7,3.82,45393,0
360,20190807,3.93,3.97,3.62,3.72,52850,0
360,20190808,3.87,3.87,3.72,3.73,6366,0
360,20190809,3.72,3.84,3.72,3.72,141837,0
360,20190812,3.75,3.77,3.65,3.65,13022,0
360,20190813,3.69,3.69,3.44,3.51,321981,0
360,20190814,3.51,3.62,3.45,3.55,1151235,0
360,20190815,3.45,3.47,3.4,3.41,125590,0
360,20190816,3.49,3.49,3.31,3.41,98843,0
360,20190819,3.41,3.42,3.21,3.36,136331,0
360,20190820,3.21,3.27,3.21,3.25,62020,0
360,20190821,3.21,3.25,3,3.25,169429,0
360,20190822,3.2,3.62,3.15,3.36,283718,0
360,20190823,3.4,3.67,3.4,3.45,257053,0
360,20190826,3.48,3.48,3.41,3.45,11790,0
360,20190827,3.45,3.6,3.45,3.51,121446,0
360,20190828,3.52,3.55,3.5,3.53,89990,0
360,20190829,3.55,3.58,3.5,3.57,128001,0
360,20190830,3.57,3.6,3.5,3.5,206299,0
360,20190902,3.52,3.52,3.45,3.46,25340,0
360,20190903,3.45,3.45,3.39,3.4,319232,0
360,20190904,3.4,3.45,3.37,3.41,23100,0
360,20190905,3.4,3.42,3.38,3.41,42690,0
360,20190906,3.45,3.49,3.35,3.4,52250,0
360,20190909,3.45,3.45,3.39,3.39,2974,0
360,20190910,3.44,3.49,3.4,3.45,17399,0
360,20190911,3.45,3.47,3.41,3.41,14936,0
360,20190912,3.44,3.49,3.41,3.45,96957,0
360,20190913,3.42,3.42,3.25,3.35,87860,0
360,20190916,3.38,3.4,3.38,3.4,30543,0
360,20190917,3.4,3.45,3.4,3.4,38612,0
360,20190918,3.4,3.43,3.33,3.35,70003,0
360,20190919,3.45,3.6,3.35,3.54,801451,0
360,20190920,3.65,3.74,3.55,3.57,132354,0
360,20190923,3.72,3.725,3.57,3.72,30515,0
360,20190924,3.67,3.67,3.53,3.53,5391,0
360,20190925,3.54,3.54,3.35,3.4,36455,0
360,20190926,3.4,3.4,3.4,3.4,0,0
360,20190927,3.5,3.55,3.5,3.55,23913,0
360,20190930,3.6,3.65,3.6,3.6,16505,0
360,20191001,3.6,3.6,3.54,3.54,25156,0
360,20191002,3.54,3.54,3.54,3.54,1207,0
360,20191003,3.5,3.65,3.41,3.65,18901,0
360,20191004,3.64,3.64,3.44,3.49,1787,0
360,20191007,3.49,3.5,3.49,3.5,4410,0
360,20191008,3.5,3.51,3.47,3.5,9500,0
360,20191009,3.5,3.5,3.48,3.48,1515,0
360,20191010,3.5,3.52,3.5,3.52,2485,0
360,20191011,3.59,3.62,3.56,3.62,1018165,0
360,20191014,3.69,3.84,3.69,3.75,184613,0
360,20191015,3.75,3.86,3.65,3.65,114327,0
360,20191016,3.75,3.8,3.69,3.69,25598,0
360,20191017,3.69,3.69,3.65,3.65,17276,0
360,20191018,3.63,3.63,3.55,3.62,14545,0
360,20191021,3.61,3.61,3.56,3.61,35711,0
360,20191022,3.61,3.61,3.55,3.6,19087,0
360,20191023,3.59,3.61,3.59,3.6,29207,0
360,20191024,3.6,3.61,3.56,3.56,31962,0
360,20191025,3.56,3.57,3.51,3.53,240335,0
360,20191028,3.54,3.56,3.5,3.5,47071,0
360,20191029,3.65,3.65,3.36,3.5,131722,0
360,20191030,3.42,3.5,3.41,3.48,26565,0
360,20191031,3.5,3.51,3.36,3.46,45753,0
360,20191101,3.5,3.56,3.5,3.5,65216,0
360,20191104,3.63,3.63,3.58,3.58,20059,0
360,20191105,3.6,3.6,3.5,3.52,6032,0
360,20191106,3.5,3.5,3.37,3.4,64666,0
360,20191107,3.45,3.45,3.35,3.35,34384,0
360,20191108,3.35,3.35,3.3,3.3,143294,0
360,20191111,3.28,3.32,3.21,3.3,47004,0
360,20191112,3.3,3.3,3.28,3.29,77097,0
360,20191113,3.35,3.35,3.21,3.22,116823,0
360,20191114,3.26,3.26,3.07,3.1,54575,0
360,20191115,3.24,3.3,3.24,3.3,11928,0
360,20191118,3.3,3.3,3.1,3.1,89252,0
360,20191119,3.2,3.21,3.05,3.05,386279,0
360,20191120,3.07,3.07,3,3,50072,0
360,20191121,3,3,2.95,2.97,29166,0
360,20191122,2.98,3,2.97,2.99,107953,0
360,20191125,2.95,3,2.92,3,26657,0
360,20191126,3,3,2.98,2.98,35267,0
360,20191127,2.96,3.03,2.96,3.03,48764,0
360,20191128,3.03,3.2,3.03,3.1,31153,0
360,20191129,3.11,3.2,3.105,3.16,43837,0
360,20191202,3.13,3.13,3.08,3.1,42960,0
360,20191203,3.06,3.09,3.01,3.08,38075,0
360,20191204,3.01,3.01,2.97,2.98,66468,0
360,20191205,3,3.07,2.95,2.95,76555,0
360,20191206,2.99,2.99,2.85,2.87,229478,0
360,20191209,2.82,2.9,2.82,2.85,59567,0
360,20191210,2.85,2.855,2.77,2.8,388450,0
360,20191211,2.78,3,2.77,3,1182681,0
360,20191212,2.9,3.08,2.78,2.8,16583,0
360,20191213,2.8,2.9,2.8,2.87,8207,0
360,20191216,2.83,2.84,2.81,2.83,9961,0
360,20191217,2.81,3,2.81,3,142904,0
360,20191218,3.12,3.14,3.04,3.05,2821252,0
360,20191219,3.02,3.02,2.99,3,206247,0
