Date,Open,High,Low,Close,Volume
07/10/2011,0.255,0.32,0.255,0.3,287258
10/10/2011,0.3,0.31,0.28,0.28,66750
11/10/2011,0.28,0.29,0.28,0.28,40992
12/10/2011,0.3,0.3,0.28,0.28,49008
13/10/2011,0.28,0.32,0.28,0.32,35992
14/10/2011,0.32,0.38,0.32,0.38,91250
17/10/2011,0.35,0.35,0.35,0.35,10000
18/10/2011,0.35,0.35,0.35,0.35,0
19/10/2011,0.35,0.35,0.35,0.35,0
20/10/2011,0.32,0.32,0.32,0.32,5900
21/10/2011,0.32,0.32,0.32,0.32,0
24/10/2011,0.315,0.315,0.315,0.315,6187
25/10/2011,0.3,0.3,0.29,0.29,20000
26/10/2011,0.29,0.29,0.29,0.29,20000
27/10/2011,0.29,0.29,0.29,0.29,8813
28/10/2011,0.29,0.29,0.29,0.29,0
31/10/2011,0.285,0.285,0.285,0.285,10000
01/11/2011,0.285,0.285,0.28,0.285,95000
02/11/2011,0.28,0.28,0.27,0.28,50000
03/11/2011,0.28,0.28,0.28,0.28,0
04/11/2011,0.27,0.27,0.27,0.27,40000
07/11/2011,0.28,0.31,0.28,0.31,55000
08/11/2011,0.3,0.3,0.3,0.3,24998
09/11/2011,0.3,0.3,0.28,0.28,10000
10/11/2011,0.29,0.29,0.28,0.28,20000
11/11/2011,0.28,0.28,0.28,0.28,0
14/11/2011,0.29,0.29,0.29,0.29,10000
15/11/2011,0.29,0.29,0.29,0.29,17081
16/11/2011,0.29,0.29,0.27,0.27,25000
17/11/2011,0.27,0.27,0.27,0.27,0
18/11/2011,0.27,0.27,0.27,0.27,0
21/11/2011,0.27,0.27,0.27,0.27,0
22/11/2011,0.27,0.27,0.27,0.27,10000
23/11/2011,0.27,0.27,0.27,0.27,20000
24/11/2011,0.27,0.27,0.27,0.27,20000
25/11/2011,0.31,0.32,0.31,0.32,26000
28/11/2011,0.33,0.33,0.32,0.33,108100
29/11/2011,0.33,0.33,0.33,0.33,0
30/11/2011,0.33,0.33,0.33,0.33,0
01/12/2011,0.405,0.405,0.405,0.405,20000
02/12/2011,0.45,0.55,0.45,0.5,133500
05/12/2011,0.53,0.57,0.48,0.49,127315
06/12/2011,0.49,0.49,0.49,0.49,0
07/12/2011,0.49,0.49,0.47,0.47,78985
08/12/2011,0.47,0.47,0.45,0.45,25000
09/12/2011,0.45,0.45,0.45,0.45,6000
12/12/2011,0.5,0.5,0.45,0.45,14000
13/12/2011,0.48,0.48,0.48,0.48,5000
14/12/2011,0.48,0.48,0.47,0.48,41458
15/12/2011,0.48,0.48,0.48,0.48,0
16/12/2011,0.48,0.48,0.48,0.48,10221
19/12/2011,0.46,0.48,0.45,0.47,86402
20/12/2011,0.48,0.48,0.47,0.47,56220
21/12/2011,0.47,0.47,0.47,0.47,10000
22/12/2011,0.48,0.48,0.48,0.48,50000
23/12/2011,0.48,0.48,0.48,0.48,0
28/12/2011,0.48,0.48,0.48,0.48,0
29/12/2011,0.48,0.48,0.48,0.48,0
30/12/2011,0.48,0.48,0.48,0.48,0
03/01/2012,0.48,0.48,0.48,0.48,0
04/01/2012,0.48,0.48,0.48,0.48,10000
05/01/2012,0.48,0.48,0.48,0.48,0
06/01/2012,0.47,0.47,0.47,0.47,50000
09/01/2012,0.47,0.47,0.47,0.47,0
10/01/2012,0.47,0.47,0.47,0.47,0
11/01/2012,0.47,0.47,0.47,0.47,0
12/01/2012,0.48,0.48,0.48,0.48,40000
13/01/2012,0.47,0.47,0.47,0.47,24699
16/01/2012,0.48,0.48,0.48,0.48,20500
17/01/2012,0.48,0.48,0.48,0.48,0
18/01/2012,0.48,0.48,0.48,0.48,0
19/01/2012,0.52,0.52,0.52,0.52,9500
20/01/2012,0.52,0.52,0.52,0.52,0
23/01/2012,0.52,0.52,0.52,0.52,0
24/01/2012,0.52,0.52,0.51,0.52,14675
25/01/2012,0.5,0.5,0.5,0.5,10221
27/01/2012,0.5,0.5,0.5,0.5,0
30/01/2012,0.5,0.5,0.5,0.5,0
31/01/2012,0.5,0.5,0.49,0.49,20000
01/02/2012,0.49,0.49,0.49,0.49,0
02/02/2012,0.49,0.49,0.49,0.49,10000
03/02/2012,0.49,0.49,0.49,0.49,21000
06/02/2012,0.49,0.49,0.49,0.49,0
07/02/2012,0.49,0.49,0.47,0.47,50000
08/02/2012,0.47,0.47,0.47,0.47,0
09/02/2012,0.47,0.47,0.47,0.47,0
10/02/2012,0.47,0.47,0.47,0.47,0
13/02/2012,0.47,0.47,0.47,0.47,0
14/02/2012,0.47,0.47,0.47,0.47,0
15/02/2012,0.47,0.47,0.47,0.47,0
16/02/2012,0.47,0.47,0.47,0.47,0
17/02/2012,0.47,0.47,0.47,0.47,0
20/02/2012,0.47,0.47,0.47,0.47,0
21/02/2012,0.47,0.47,0.32,0.32,10000
22/02/2012,0.38,0.38,0.38,0.38,3700
23/02/2012,0.38,0.38,0.38,0.38,0
24/02/2012,0.43,0.43,0.43,0.43,70000
27/02/2012,0.41,0.41,0.41,0.41,25000
28/02/2012,0.41,0.41,0.41,0.41,0
29/02/2012,0.41,0.41,0.41,0.41,0
01/03/2012,0.41,0.41,0.41,0.41,0
02/03/2012,0.41,0.41,0.41,0.41,0
05/03/2012,0.43,0.43,0.43,0.43,25000
06/03/2012,0.43,0.43,0.43,0.43,0
07/03/2012,0.43,0.43,0.43,0.43,0
08/03/2012,0.43,0.43,0.43,0.43,0
09/03/2012,0.43,0.43,0.43,0.43,0
