Date,Open,High,Low,Close,Volume
02/07/2001,0.03,0.035,0.03,0.035,40726
03/07/2001,0.031,0.038,0.031,0.038,7000
04/07/2001,0.038,0.038,0.035,0.035,37000
05/07/2001,0.03,0.03,0.03,0.03,2000
06/07/2001,0.031,0.031,0.031,0.031,2000
09/07/2001,0.03,0.031,0.03,0.031,18129
10/07/2001,0.031,0.031,0.031,0.031,9581
11/07/2001,0.03,0.04,0.03,0.04,69274
12/07/2001,0.04,0.04,0.04,0.04,34000
13/07/2001,0.04,0.04,0.04,0.04,15850
16/07/2001,0.04,0.04,0.04,0.04,12000
17/07/2001,0.04,0.04,0.04,0.04,3000
18/07/2001,0.04,0.045,0.04,0.045,35300
19/07/2001,0.045,0.058,0.045,0.058,75850
20/07/2001,0.06,0.06,0.055,0.06,17000
23/07/2001,0.055,0.055,0.055,0.055,2000
24/07/2001,0.055,0.055,0.055,0.055,13000
25/07/2001,0.055,0.055,0.055,0.055,350
26/07/2001,0.055,0.055,0.055,0.055,52650
27/07/2001,0.035,0.035,0.035,0.035,5000
30/07/2001,0.035,0.035,0.035,0.035,0
31/07/2001,0.035,0.035,0.024,0.025,575680
01/08/2001,0.025,0.025,0.025,0.025,170000
02/08/2001,0.025,0.025,0.024,0.024,535000
03/08/2001,0.024,0.025,0.024,0.025,164000
06/08/2001,0.024,0.024,0.02,0.02,32000
07/08/2001,0.022,0.022,0.02,0.02,232155
08/08/2001,0.022,0.022,0.02,0.02,119650
09/08/2001,0.016,0.023,0.016,0.017,32050
10/08/2001,0.016,0.016,0.016,0.016,12000
13/08/2001,0.016,0.017,0.016,0.017,40000
14/08/2001,0.02,0.023,0.02,0.021,33300
15/08/2001,0.025,0.025,0.021,0.021,50000
16/08/2001,0.021,0.021,0.021,0.021,0
17/08/2001,0.022,0.022,0.022,0.022,12000
20/08/2001,0.022,0.022,0.022,0.022,15850
21/08/2001,0.022,0.022,0.022,0.022,19150
22/08/2001,0.022,0.022,0.02,0.02,13500
23/08/2001,0.02,0.02,0.02,0.02,9000
24/08/2001,0.02,0.02,0.02,0.02,53500
27/08/2001,0.02,0.02,0.02,0.02,10000
28/08/2001,0.02,0.02,0.02,0.02,15000
29/08/2001,0.02,0.02,0.02,0.02,22000
30/08/2001,0.02,0.02,0.01,0.01,510670
31/08/2001,0.015,0.015,0.01,0.01,1127000
03/09/2001,0.012,0.015,0.012,0.015,102000
04/09/2001,0.019,0.019,0.019,0.019,70500
05/09/2001,0.02,0.024,0.015,0.023,47380
06/09/2001,0.023,0.023,0.023,0.023,0
07/09/2001,0.015,0.015,0.015,0.015,2500
10/09/2001,0.015,0.015,0.015,0.015,29000
11/09/2001,0.015,0.015,0.015,0.015,0
12/09/2001,0.015,0.015,0.015,0.015,20800
13/09/2001,0.015,0.015,0.015,0.015,3000
